otu	test-stat	p	q	site	n_asp	n_nml	total_taxa	level
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVa;s__;d__denovo448	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Pseudoflavonifractor;s__;d__denovo566	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__;d__denovo1252	1.1785370865081888	0.2776540169826427	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo1259	0.008100306463727652	0.9282858618738756	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__;d__denovo1290	3.093254286172006	0.07861743375891374	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__;d__denovo1294	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo1768	2.0307692307691045	0.15414257309800883	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo1299	0.0041328094201899205	0.9487417599583526	1.0	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__;d__denovo248	1.144462688885365	0.28471130999564453	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__;d__denovo1057	-1.6616328902410353e-13	1.0	1.0	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__;d__denovo1055	3.6387218919187343	0.05645025421918167	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium;s__;d__denovo240	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Cyanobacteria/Chloroplast;c__Chloroplast;o__;f__Chloroplast;g__Streptophyta;s__;d__denovo241	0.04387804708656633	0.8340806701481598	0.9663256702840104	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Parvimonas;s__;d__denovo242	0.0009507789073014682	0.9754013646016386	1.0	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Eikenella;s__;d__denovo243	0.17266076635799463	0.6777578460857019	0.840854653967288	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__;d__denovo245	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__;d__denovo246	0.008557010166005312	0.9262975267791596	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__;d__denovo756	0.2673787953907642	0.605095542962693	0.8114183634480469	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella;s__;d__denovo755	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;d__denovo752	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__;d__denovo751	3.0128180673711307	0.08260855774760496	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;d__denovo759	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__;d__denovo660	0.0014543217127331346	0.9695795910271408	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;d__denovo110	2.0307692307691045	0.15414257309800883	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia;s__;d__denovo111	3.093254286172006	0.07861743375891374	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Anaerococcus;s__;d__denovo112	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVa;s__;d__denovo113	0.34369492068565727	0.5577041688335906	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__;d__denovo114	0.0038461253984533846	0.9505491841676899	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea;s__;d__denovo115	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__;d__denovo116	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Moryella;s__;d__denovo117	0.0009615313495302645	0.9752627059108638	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;d__denovo118	4.143882146400995	0.04178523617184711	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__;d__denovo5	2.7334263759885684	0.09826825514780603	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__;d__denovo808	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_1;g__Brevibacillus;s__;d__denovo809	-1.6616328902410353e-13	1.0	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__;d__denovo806	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__;d__denovo805	0.30329735425066645	0.5818226220675466	0.7970019737450872	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo802	0.012793563066314281	0.9099444300475605	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto;s__;d__denovo937	0.3866173350230395	0.5340828548837944	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__;d__denovo939	0.3607626798674157	0.5480829674722305	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae_1;g__Paenibacillus;s__;d__denovo1113	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__;d__denovo1843	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__;d__denovo1849	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__SR1;c__;o__;f__;g__SR1_genera_incertae_sedis;s__;d__denovo1118	0.34369492068565727	0.5577041688335906	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__;c__;o__;f__;g__;s__;d__denovo1182	0.00016531237676645916	0.989741572797452	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo1609	0.4647644796343391	0.4954056647498257	0.7872199604243806	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo1606	0.4171293390624011	0.518372934930813	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo1068	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo85	2.0307692307691045	0.15414257309800883	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Burkholderia;s__;d__denovo84	3.222058700679086	0.0726522043013769	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides;s__;d__denovo87	0.5410450763610175	0.4619999353890263	0.7473862449463468	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;d__denovo86	0.018104572007879155	0.892965121377425	1.0	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae;g__Tropheryma;s__;d__denovo81	1.087036118709504	0.2971288433427962	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;d__denovo80	0.3866173350230395	0.5340828548837944	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__;d__denovo82	0.5384169441710608	0.46308953754757476	0.7473862449463468	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerostipes;s__;d__denovo89	0.2673787953907642	0.605095542962693	0.8114183634480469	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae_Sedis_XI;g__Peptoniphilus;s__;d__denovo88	2.0307692307691045	0.15414257309800883	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__;d__denovo1930	2.0307692307691045	0.15414257309800883	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__;s__;d__denovo1931	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia/Shigella;s__;d__denovo69	0.07787810749426094	0.7801937967400736	0.9130136738648024	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Centipeda;s__;d__denovo68	2.6120705317613098	0.10605321239207482	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__;d__denovo1117	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__;d__denovo1114	1.2737350631068747	0.2590671523490239	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia;s__;d__denovo63	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__;d__denovo62	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__;d__denovo61	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__;d__denovo60	3.7403423389696497	0.053113562089564186	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus;s__;d__denovo67	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__;d__denovo66	0.14729085537799239	0.7011378749831351	0.8563386002871193	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia;s__;d__denovo65	0.3866173350230395	0.5340828548837944	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Achromobacter;s__;d__denovo64	0.30329735425066645	0.5818226220675466	0.7970019737450872	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__;d__denovo1594	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo1592	0.0038461253984533846	0.9505491841676899	1.0	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo1024	0.1567409572524068	0.6921749369759542	0.8519076147396359	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__;s__;d__denovo1020	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__;d__denovo234	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__;s__;d__denovo236	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__;d__denovo231	4.808869551942569	0.028313612970623493	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__;d__denovo230	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo232	0.841538813831006	0.35895703988342686	0.6406002557919619	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo587	0.9540794816605931	0.32868306962615934	0.598074291398188	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo585	0.2136177897219258	0.6439464750411832	0.8286005108632549	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo1332	0.6771194954157367	0.41058038365828275	0.6963080588882448	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__;d__denovo1333	0.2970658493712469	0.5857277436359369	0.7970019737450872	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__;d__denovo1334	0.3866173350230395	0.5340828548837944	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__;d__denovo341	0.2136177897219258	0.6439464750411832	0.8286005108632549	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__;d__denovo343	3.0967008088623356	0.07845113204446275	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiracea_incertae_sedis;s__;d__denovo344	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus;s__;d__denovo347	0.34369492068565727	0.5577041688335906	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Ralstonia;s__;d__denovo346	7.758461525959502	0.005346147978238785	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__;g__;s__;d__denovo349	1.4682410513612068	0.2256234213358012	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__;d__denovo569	1.1172187568025822	0.29051811665532357	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__;d__denovo2643	0.3866173350230395	0.5340828548837944	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__;d__denovo560	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__;c__;o__;f__;g__;s__;d__denovo563	0.0004662004660762982	0.9827736736935181	1.0	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Kingella;s__;d__denovo564	7.680306905370819	0.0055826672834117285	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Paracoccus;s__;d__denovo567	0.008187880362412841	0.9279002978647417	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Catonella;s__;d__denovo697	3.093254286172006	0.07861743375891374	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Parasutterella;s__;d__denovo696	0.0009615313495302645	0.9752627059108638	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__;s__;d__denovo166	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__;d__denovo160	0.9068773376077737	0.34094431275420195	0.6143617907493193	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Clostridium_IV;s__;d__denovo163	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus;s__;d__denovo169	1.2540023209606643	0.26278943018897805	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo2221	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo2220	1.914229053049033	0.16649424435716678	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__;d__denovo1866	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__;d__denovo1199	0.7196379224827871	0.39626270281875564	0.6809847929922319	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo769	1.2989780892594813	0.2543999717409546	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__;d__denovo1341	0.3866173350230395	0.5340828548837944	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo763	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__;d__denovo761	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__;d__denovo760	0.34369492068565727	0.5577041688335906	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo766	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__;d__denovo831	7.521102982554846	0.006098033048723656	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVa;s__;d__denovo830	0.3866173350230395	0.5340828548837944	0.7919885896228442	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;s__;d__denovo837	1.013028427209584	0.3141784131685301	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__;d__denovo835	0.6091015375894179	0.4351262977812371	0.721066436323193	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__;d__denovo834	0.10492576477222382	0.7459967338932638	0.8859367771619403	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo838	4.331965919848523	0.03740302213762125	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo1721	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium_XlVa;s__;d__denovo239	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus;s__;d__denovo2353	0.18769249260073473	0.6648441151514192	0.8326252886106842	bal	33	33	928	otu
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__;d__denovo906	0.810030646371394	0.36811119024042493	0.650680351510694	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Uruburuella;s__;d__denovo905	3.222058700679086	0.0726522043013769	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__;s__;d__denovo904	0.5389170896784184	0.46288186637918505	0.7473862449463468	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospiracea_incertae_sedis;s__;d__denovo903	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__;d__denovo1028	0.30329735425066645	0.5818226220675466	0.7970019737450872	bal	33	33	928	otu
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Moraxella;s__;d__denovo901	0.9999999999996206	0.31731050786300297	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__;d__denovo900	0.0038461253984533846	0.9505491841676899	1.0	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__;d__denovo1029	0.15816265772279053	0.6908537771659062	0.8519076147396359	bal	33	33	928	otu
k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Veillonellaceae;g__Veillonella;s__;d__denovo909	3.093254286172006	0.07861743375891374	0.5912934764997324	bal	33	33	928	otu
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__;d__denovo908	0.18769249260073473	0.6648441151514192	0.8326252886106842	bal	33	33	928	otu
